ip,hits,online,tanggal
66.249.66.164,2,1451424875,2015-12-30
211.0.154.121,1,1451415090,2015-12-30
211.6.121.141,1,1451425940,2015-12-30
82.118.236.243,1,1451429656,2015-12-30
198.74.116.157,3,1451439118,2015-12-30
120.132.68.73,2,1451494500,2015-12-30
66.249.71.179,2,1451450253,2015-12-30
211.0.145.111,1,1451443899,2015-12-30
141.212.121.176,1,1451447381,2015-12-30
168.235.205.29,2,1451454144,2015-12-30
93.174.93.218,2,1451477819,2015-12-30
207.46.13.3,2,1451481148,2015-12-30
210.232.15.25,1,1451469145,2015-12-30
211.6.122.120,1,1451483538,2015-12-30
104.148.38.195,1,1451485373,2015-12-30
128.232.110.29,1,1451486705,2015-12-30
211.6.122.124,1,1451487111,2015-12-30
46.172.71.251,1,1451489723,2015-12-30
66.249.79.147,1,1451492844,2015-12-30
211.6.122.127,1,1451494278,2015-12-30
10.254.10.2,23,1451567051,2015-12-31
107.167.103.186,1,1451505906,2015-12-31
198.74.116.157,3,1451514049,2015-12-31
93.174.93.218,2,1451544493,2015-12-31
104.148.38.195,1,1451532226,2015-12-31
23.236.79.197,6,1451551832,2015-12-31
211.0.154.124,1,1451533948,2015-12-31
185.35.62.11,1,1451535426,2015-12-31
202.46.55.149,1,1451544251,2015-12-31
207.46.13.3,1,1451546850,2015-12-31
66.249.64.110,1,1451578054,2015-12-31
157.55.39.149,1,1451578176,2015-12-31
10.254.10.2,18,1451656653,2016-01-01
23.236.79.197,3,1451589430,2016-01-01
211.0.145.105,1,1451598739,2016-01-01
82.118.236.13,1,1451599852,2016-01-01
66.249.71.179,1,1451601339,2016-01-01
182.118.60.56,1,1451603245,2016-01-01
202.46.58.20,1,1451604225,2016-01-01
157.55.39.153,5,1451604896,2016-01-01
157.55.39.1,3,1451605153,2016-01-01
157.55.39.106,2,1451605262,2016-01-01
198.74.116.157,12,1451663928,2016-01-01
40.77.167.69,4,1451661406,2016-01-01
210.163.39.76,1,1451616697,2016-01-01
66.249.71.170,1,1451620236,2016-01-01
211.6.121.138,1,1451634726,2016-01-01
211.6.121.143,1,1451638289,2016-01-01
211.6.122.124,1,1451649229,2016-01-01
93.174.93.218,1,1451658970,2016-01-01
10.254.10.2,7,1451752571,2016-01-02
198.74.116.157,9,1451738202,2016-01-02
39.248.157.132,2,1451685323,2016-01-02
104.148.38.195,2,1451698117,2016-01-02
23.236.79.197,3,1451701002,2016-01-02
151.80.31.142,1,1451703581,2016-01-02
104.148.38.2,1,1451706641,2016-01-02
70.39.187.160,1,1451718169,2016-01-02
180.249.10.161,1,1451719070,2016-01-02
37.48.125.111,1,1451722807,2016-01-02
114.125.12.137,1,1451730812,2016-01-02
150.70.173.42,1,1451730866,2016-01-02
104.148.44.116,1,1451731212,2016-01-02
157.55.39.187,1,1451744586,2016-01-02
66.249.71.179,1,1451749045,2016-01-02
23.236.79.197,6,1451817048,2016-01-03
141.212.122.160,1,1451757106,2016-01-03
93.174.93.218,4,1451823633,2016-01-03
120.132.68.73,1,1451765915,2016-01-03
66.249.71.188,2,1451781766,2016-01-03
66.249.71.170,3,1451799785,2016-01-03
10.254.10.2,13,1451829913,2016-01-03
198.74.116.157,6,1451796646,2016-01-03
114.125.9.109,1,1451779434,2016-01-03
104.148.44.116,2,1451806901,2016-01-03
66.249.71.179,2,1451787445,2016-01-03
104.148.38.2,2,1451787726,2016-01-03
66.249.79.147,1,1451791656,2016-01-03
210.163.39.75,1,1451800272,2016-01-03
112.215.66.76,2,1451821333,2016-01-03
210.232.15.25,1,1451836348,2016-01-03
10.254.10.2,18,1451922496,2016-01-04
66.249.71.170,4,1451910268,2016-01-04
211.0.154.126,1,1451857952,2016-01-04
93.174.93.218,4,1451912008,2016-01-04
23.236.79.197,3,1451860450,2016-01-04
66.249.71.179,2,1451894547,2016-01-04
157.55.39.171,1,1451866788,2016-01-04
104.148.38.195,1,1451869064,2016-01-04
207.46.13.67,2,1451925895,2016-01-04
151.80.31.151,3,1451886979,2016-01-04
211.6.121.138,1,1451886749,2016-01-04
211.0.145.104,1,1451897483,2016-01-04
66.249.71.188,3,1451922447,2016-01-04
182.253.214.213,1,1451908802,2016-01-04
180.76.15.21,1,1451914352,2016-01-04
204.79.180.160,1,1451915186,2016-01-04
210.163.39.72,1,1451919096,2016-01-04
10.254.10.2,8,1452005675,2016-01-05
120.132.68.19,1,1451934884,2016-01-05
211.6.121.139,1,1451937149,2016-01-05
210.163.39.78,1,1451940692,2016-01-05
211.0.154.126,1,1451944334,2016-01-05
93.174.93.218,2,1451993081,2016-01-05
66.249.71.179,1,1451962073,2016-01-05
211.0.154.122,1,1451962278,2016-01-05
207.46.13.67,2,1451983962,2016-01-05
180.76.15.24,1,1451971625,2016-01-05
104.148.44.116,1,1451981771,2016-01-05
66.249.71.170,1,1451982908,2016-01-05
211.6.121.141,1,1451991059,2016-01-05
104.148.38.195,1,1451994143,2016-01-05
10.254.10.2,19,1452086919,2016-01-06
180.76.15.148,1,1452015077,2016-01-06
211.123.206.77,1,1452016344,2016-01-06
23.236.79.197,3,1452017932,2016-01-06
157.55.39.69,1,1452020543,2016-01-06
54.183.120.101,1,1452020640,2016-01-06
66.249.71.170,1,1452029167,2016-01-06
40.77.167.17,2,1452048119,2016-01-06
112.215.66.70,1,1452039501,2016-01-06
198.74.116.157,9,1452090843,2016-01-06
141.212.122.145,1,1452048587,2016-01-06
211.123.208.16,1,1452055861,2016-01-06
93.174.93.218,1,1452061533,2016-01-06
210.163.39.77,1,1452084679,2016-01-06
157.55.39.217,2,1452085871,2016-01-06
40.77.167.78,4,1452085939,2016-01-06
157.55.39.203,4,1452090751,2016-01-06
66.249.71.188,1,1452091675,2016-01-06
188.165.15.14,1,1452092046,2016-01-06
93.174.93.218,2,1452180217,2016-01-07
10.254.10.2,16,1452179139,2016-01-07
146.185.239.100,1,1452109263,2016-01-07
23.236.79.197,3,1452115921,2016-01-07
211.123.208.18,1,1452131483,2016-01-07
157.55.39.203,2,1452177679,2016-01-07
66.249.73.187,1,1452133117,2016-01-07
188.165.15.14,1,1452137921,2016-01-07
185.35.62.11,1,1452139746,2016-01-07
211.6.121.141,1,1452142334,2016-01-07
211.0.145.106,1,1452153107,2016-01-07
211.123.206.76,1,1452160322,2016-01-07
198.52.119.80,3,1452161903,2016-01-07
114.125.61.83,3,1452168106,2016-01-07
198.74.111.236,6,1452182174,2016-01-07
66.249.73.203,1,1452175435,2016-01-07
66.249.73.195,1,1452175655,2016-01-07
211.123.208.23,1,1452178285,2016-01-07
211.123.206.72,1,1452181935,2016-01-07
10.254.10.2,16,1452272213,2016-01-08
211.0.154.121,1,1452189131,2016-01-08
198.74.111.236,15,1452228978,2016-01-08
157.55.39.203,3,1452262405,2016-01-08
114.125.184.228,3,1452194934,2016-01-08
123.4.172.249,1,1452194849,2016-01-08
93.174.93.218,3,1452237527,2016-01-08
66.249.71.188,3,1452251873,2016-01-08
66.249.71.179,6,1452261304,2016-01-08
211.123.208.23,1,1452225058,2016-01-08
212.129.31.47,1,1452235567,2016-01-08
211.123.206.73,1,1452235858,2016-01-08
82.118.236.12,1,1452242443,2016-01-08
211.123.208.18,1,1452243069,2016-01-08
210.163.39.77,1,1452246715,2016-01-08
66.249.71.170,1,1452246799,2016-01-08
211.123.206.74,1,1452257470,2016-01-08
198.74.110.164,4,1452269639,2016-01-08
107.150.60.245,1,1452260356,2016-01-08
188.165.15.14,1,1452260419,2016-01-08
104.148.38.195,1,1452269359,2016-01-08
141.212.122.145,1,1452271530,2016-01-08
10.254.10.2,20,1452352532,2016-01-09
157.55.39.218,4,1452276382,2016-01-09
157.55.39.110,2,1452276367,2016-01-09
157.55.39.203,1,1452276811,2016-01-09
198.74.111.236,3,1452277503,2016-01-09
180.76.15.159,1,1452282363,2016-01-09
40.77.167.78,2,1452286028,2016-01-09
139.0.58.167,2,1452289070,2016-01-09
51.254.126.82,3,1452343404,2016-01-09
198.74.110.164,15,1452357287,2016-01-09
188.165.15.14,1,1452302184,2016-01-09
198.52.119.80,6,1452317780,2016-01-09
93.174.93.218,1,1452311850,2016-01-09
212.129.31.47,1,1452316192,2016-01-09
207.46.13.142,1,1452318845,2016-01-09
66.249.75.68,1,1452324618,2016-01-09
104.148.38.195,1,1452336083,2016-01-09
66.249.75.76,4,1452353227,2016-01-09
104.148.44.116,1,1452341419,2016-01-09
180.76.15.138,1,1452341748,2016-01-09
180.76.15.145,1,1452345766,2016-01-09
66.249.75.60,1,1452346058,2016-01-09
202.67.45.36,1,1452348290,2016-01-09
207.46.13.142,5,1452443332,2016-01-10
66.249.75.76,1,1452362543,2016-01-10
142.54.168.141,1,1452363665,2016-01-10
66.249.75.68,1,1452363823,2016-01-10
10.254.10.2,23,1452444640,2016-01-10
104.148.38.195,2,1452436734,2016-01-10
93.174.93.218,3,1452412354,2016-01-10
198.74.110.164,20,1452435618,2016-01-10
66.249.75.60,1,1452367734,2016-01-10
82.118.236.3,1,1452374932,2016-01-10
71.6.158.166,1,1452375881,2016-01-10
66.249.66.160,4,1452403816,2016-01-10
66.249.66.164,3,1452389556,2016-01-10
51.254.126.82,2,1452430754,2016-01-10
66.249.66.156,4,1452431567,2016-01-10
188.165.15.14,1,1452405413,2016-01-10
180.76.15.33,1,1452413534,2016-01-10
37.61.202.123,1,1452422157,2016-01-10
8.37.237.238,1,1452426356,2016-01-10
198.74.110.164,12,1452475359,2016-01-11
10.254.10.2,10,1452529448,2016-01-11
5.46.54.161,1,1452455630,2016-01-11
82.118.236.27,1,1452455824,2016-01-11
107.167.113.120,3,1452459284,2016-01-11
114.121.132.144,1,1452463176,2016-01-11
66.249.66.156,1,1452464084,2016-01-11
157.55.39.35,5,1452507438,2016-01-11
51.254.126.82,2,1452517584,2016-01-11
66.249.71.188,2,1452488403,2016-01-11
66.249.71.179,5,1452527305,2016-01-11
66.249.71.170,2,1452512964,2016-01-11
198.74.111.236,3,1452483651,2016-01-11
93.174.93.218,2,1452525864,2016-01-11
207.46.13.173,2,1452502445,2016-01-11
157.55.39.131,2,1452502479,2016-01-11
40.77.167.78,4,1452502540,2016-01-11
198.52.119.80,6,1452524121,2016-01-11
91.207.60.64,1,1452510210,2016-01-11
142.54.168.142,1,1452518248,2016-01-11
36.71.240.28,1,1452523966,2016-01-11
66.249.79.147,1,1452526194,2016-01-11
104.148.38.2,1,1452531110,2016-01-11
10.254.10.2,4,1452607579,2016-01-12
198.52.119.80,3,1452533802,2016-01-12
114.125.75.230,1,1452540941,2016-01-12
198.74.111.236,6,1452596638,2016-01-12
51.254.126.82,2,1452584140,2016-01-12
157.55.39.35,3,1452614032,2016-01-12
104.148.38.2,2,1452579396,2016-01-12
198.74.110.164,6,1452609914,2016-01-12
188.165.15.14,2,1452614163,2016-01-12
66.249.64.110,1,1452578974,2016-01-12
104.148.38.195,1,1452580813,2016-01-12
180.76.15.147,1,1452585983,2016-01-12
66.249.64.120,1,1452586628,2016-01-12
93.174.93.218,2,1452612208,2016-01-12
66.249.64.115,1,1452604381,2016-01-12
83.166.234.6,1,1452608216,2016-01-12
10.254.10.2,12,1452702155,2016-01-13
66.249.64.110,1,1452620230,2016-01-13
157.55.39.35,1,1452621406,2016-01-13
51.254.126.82,3,1452695533,2016-01-13
198.74.110.164,9,1452696786,2016-01-13
36.70.61.201,2,1452632430,2016-01-13
82.118.236.28,1,1452640875,2016-01-13
66.249.71.188,2,1452679617,2016-01-13
66.249.71.170,2,1452674296,2016-01-13
93.174.93.218,2,1452671580,2016-01-13
66.249.71.179,1,1452653988,2016-01-13
141.212.122.145,1,1452654098,2016-01-13
66.249.79.140,1,1452660409,2016-01-13
198.74.111.236,3,1452661727,2016-01-13
157.55.39.123,1,1452663032,2016-01-13
180.76.15.134,1,1452669298,2016-01-13
107.167.112.25,1,1452674819,2016-01-13
207.46.13.121,3,1452778049,2016-01-14
157.55.39.44,3,1452706622,2016-01-14
157.55.39.214,2,1452707243,2016-01-14
10.254.10.2,12,1452785866,2016-01-14
107.150.55.214,1,1452713977,2016-01-14
198.74.111.236,9,1452767283,2016-01-14
93.174.93.218,2,1452755069,2016-01-14
51.254.126.82,2,1452770945,2016-01-14
104.148.38.2,2,1452750637,2016-01-14
185.35.62.11,1,1452744324,2016-01-14
66.249.71.179,1,1452749451,2016-01-14
66.249.79.147,1,1452761756,2016-01-14
66.249.84.251,1,1452767378,2016-01-14
66.102.6.158,1,1452768761,2016-01-14
66.249.71.188,1,1452773191,2016-01-14
198.74.116.157,3,1452787486,2016-01-14
207.46.13.121,3,1452866786,2016-01-15
10.254.10.2,9,1452872988,2016-01-15
66.249.71.170,4,1452836457,2016-01-15
23.236.79.197,6,1452852605,2016-01-15
51.254.126.82,2,1452847671,2016-01-15
198.74.116.157,3,1452831159,2016-01-15
93.174.93.218,1,1452833205,2016-01-15
180.76.15.19,1,1452839535,2016-01-15
66.249.79.140,1,1452858349,2016-01-15
176.103.48.30,1,1452883217,2016-01-16
51.254.126.82,3,1452959689,2016-01-16
157.55.39.43,3,1452889063,2016-01-16
207.46.13.121,3,1452908266,2016-01-16
207.46.13.44,4,1452889075,2016-01-16
207.46.13.30,4,1452889080,2016-01-16
10.254.10.2,8,1452962244,2016-01-16
23.236.79.197,3,1452897363,2016-01-16
66.249.71.179,2,1452944964,2016-01-16
104.148.38.195,2,1452935579,2016-01-16
66.249.79.132,1,1452916999,2016-01-16
93.174.93.218,2,1452928420,2016-01-16
141.212.122.177,1,1452923192,2016-01-16
66.249.71.170,2,1452931238,2016-01-16
128.232.110.29,1,1452942915,2016-01-16
180.76.15.30,1,1452948048,2016-01-16
180.76.15.22,1,1452962429,2016-01-16
10.254.10.2,9,1453035840,2016-01-17
207.46.13.121,3,1453040934,2016-01-17
198.74.116.157,9,1453013087,2016-01-17
120.189.60.111,1,1452977608,2016-01-17
23.251.40.103,1,1452985540,2016-01-17
93.174.93.218,1,1452987550,2016-01-17
142.54.160.210,1,1452989038,2016-01-17
104.148.38.2,1,1452994710,2016-01-17
104.148.38.195,3,1453010788,2016-01-17
82.118.236.26,1,1452997583,2016-01-17
51.254.126.82,2,1453033194,2016-01-17
188.143.232.43,11,1453009653,2016-01-17
174.129.228.67,1,1453021380,2016-01-17
66.249.71.188,1,1453038921,2016-01-17
168.235.205.46,1,1453046409,2016-01-17
66.249.79.140,1,1453050390,2016-01-18
66.249.71.179,1,1453055000,2016-01-18
10.254.10.2,20,1453133114,2016-01-18
23.236.79.197,9,1453128690,2016-01-18
66.249.71.170,1,1453064542,2016-01-18
66.249.73.187,3,1453113888,2016-01-18
51.254.126.82,2,1453105753,2016-01-18
66.249.73.203,5,1453134838,2016-01-18
174.129.228.67,1,1453077114,2016-01-18
157.55.39.137,1,1453082644,2016-01-18
180.76.15.137,1,1453083392,2016-01-18
66.249.73.195,2,1453124303,2016-01-18
157.55.39.149,3,1453088322,2016-01-18
207.46.13.165,2,1453088425,2016-01-18
93.174.93.218,2,1453136321,2016-01-18
221.0.18.228,1,1453113485,2016-01-18
207.46.13.7,1,1453126995,2016-01-18
10.254.10.2,7,1453220997,2016-01-19
93.174.93.218,1,1453140902,2016-01-19
66.249.73.187,1,1453145096,2016-01-19
51.254.126.82,2,1453181016,2016-01-19
198.74.116.157,3,1453152858,2016-01-19
64.233.173.120,1,1453153020,2016-01-19
91.214.201.107,1,1453153096,2016-01-19
207.46.13.7,1,1453170769,2016-01-19
180.76.15.148,1,1453174978,2016-01-19
23.236.79.197,6,1453219488,2016-01-19
142.54.160.214,1,1453175833,2016-01-19
66.249.71.179,2,1453209104,2016-01-19
66.249.79.147,1,1453199363,2016-01-19
198.20.69.76,1,1453201157,2016-01-19
66.249.71.188,1,1453202966,2016-01-19
104.148.38.2,1,1453207710,2016-01-19
180.76.15.134,1,1453212564,2016-01-19
199.189.86.18,1,1453225255,2016-01-20
141.212.122.177,1,1453226240,2016-01-20
10.254.10.2,15,1453306053,2016-01-20
66.249.71.188,1,1453232209,2016-01-20
180.243.40.86,1,1453234890,2016-01-20
193.169.86.17,1,1453234988,2016-01-20
23.251.40.103,6,1453303934,2016-01-20
66.249.71.179,3,1453284703,2016-01-20
207.46.13.7,2,1453269274,2016-01-20
23.236.79.197,9,1453292064,2016-01-20
120.132.68.19,1,1453244567,2016-01-20
93.174.93.218,1,1453246906,2016-01-20
180.76.15.24,1,1453255123,2016-01-20
104.148.38.2,1,1453265385,2016-01-20
51.254.213.124,1,1453272469,2016-01-20
125.165.31.183,1,1453280023,2016-01-20
180.76.15.15,1,1453294788,2016-01-20
36.73.110.163,1,1453302325,2016-01-20
10.254.10.2,6,1453355811,2016-01-21
66.249.71.188,1,1453317007,2016-01-21
93.174.93.218,3,1453346664,2016-01-21
198.20.69.77,1,1453321509,2016-01-21
223.255.231.152,1,1453325010,2016-01-21
66.249.69.37,2,1453349292,2016-01-21
91.207.60.62,1,1453345882,2016-01-21
185.35.62.11,1,1453348303,2016-01-21
23.251.40.103,4,1453369411,2016-01-21
54.153.33.152,1,1453348622,2016-01-21
23.236.79.197,6,1453382079,2016-01-21
66.249.69.53,2,1453379696,2016-01-21
66.249.69.45,2,1453390625,2016-01-21
104.148.44.116,1,1453375542,2016-01-21
104.148.38.195,1,1453382655,2016-01-21
107.167.103.201,2,1453384352,2016-01-21
66.249.69.69,1,1453384705,2016-01-21
66.249.69.37,1,1453399105,2016-01-22
142.54.169.162,1,1453402067,2016-01-22
66.249.69.45,2,1453407194,2016-01-22
10.254.10.2,15,1453477584,2016-01-22
66.249.69.53,1,1453408124,2016-01-22
23.236.79.197,9,1453471553,2016-01-22
66.249.66.160,2,1453427704,2016-01-22
93.174.93.218,2,1453433919,2016-01-22
66.249.66.156,1,1453439755,2016-01-22
51.255.65.50,1,1453446637,2016-01-22
157.55.39.223,1,1453451877,2016-01-22
211.6.122.120,1,1453456158,2016-01-22
180.76.15.140,1,1453458446,2016-01-22
223.255.231.155,2,1453474432,2016-01-22
10.254.10.2,13,1453564571,2016-01-23
157.55.39.11,1,1453496012,2016-01-23
93.174.93.218,2,1453553295,2016-01-23
120.132.68.87,1,1453511810,2016-01-23
151.80.31.150,1,1453515255,2016-01-23
151.80.31.152,1,1453521936,2016-01-23
74.91.28.58,1,1453522326,2016-01-23
51.254.213.124,1,1453528480,2016-01-23
23.236.79.197,3,1453529784,2016-01-23
120.132.67.209,1,1453537108,2016-01-23
40.77.167.3,2,1453551597,2016-01-23
66.249.79.147,1,1453566910,2016-01-23
10.254.10.2,9,1453641851,2016-01-24
66.249.71.188,2,1453585440,2016-01-24
66.249.79.140,1,1453582662,2016-01-24
40.77.167.3,2,1453649365,2016-01-24
82.118.236.26,1,1453586304,2016-01-24
66.249.64.120,4,1453626118,2016-01-24
51.255.65.18,1,1453599404,2016-01-24
104.148.38.195,2,1453608969,2016-01-24
51.255.65.70,1,1453608238,2016-01-24
66.249.64.110,2,1453612482,2016-01-24
104.148.38.2,1,1453622476,2016-01-24
66.249.64.115,1,1453627013,2016-01-24
93.174.93.218,1,1453649821,2016-01-24
10.254.10.2,18,1453739424,2016-01-25
198.20.69.74,1,1453663156,2016-01-25
40.77.167.3,3,1453739546,2016-01-25
66.249.64.115,1,1453670188,2016-01-25
93.174.93.218,2,1453692090,2016-01-25
8.37.231.143,1,1453683210,2016-01-25
51.254.213.124,1,1453684047,2016-01-25
23.236.79.197,3,1453691153,2016-01-25
198.74.116.157,21,1453725627,2016-01-25
202.62.17.120,3,1453720726,2016-01-25
104.148.38.2,1,1453722049,2016-01-25
66.249.71.188,2,1453739538,2016-01-25
23.236.79.197,3,1453741480,2016-01-26
180.76.15.149,1,1453742055,2016-01-26
151.80.31.154,1,1453749606,2016-01-26
40.77.167.3,2,1453771841,2016-01-26
180.253.222.25,2,1453752870,2016-01-26
64.233.172.174,1,1453764321,2016-01-26
103.10.66.64,5,1453765692,2016-01-26
64.233.172.182,1,1453765282,2016-01-26
198.74.116.157,18,1453784882,2016-01-26
10.254.10.2,6,1453826999,2016-01-26
176.103.48.30,1,1453779151,2016-01-26
51.255.65.95,1,1453791771,2016-01-26
93.174.93.218,2,1453820680,2016-01-26
104.148.44.116,2,1453807466,2016-01-26
104.148.38.195,1,1453813789,2016-01-26
51.255.65.57,1,1453820969,2016-01-26
103.28.188.18,1,1453826605,2016-01-26
10.254.10.2,14,1453905159,2016-01-27
66.249.71.179,2,1453839413,2016-01-27
180.76.15.155,1,1453831345,2016-01-27
51.254.213.124,1,1453833720,2016-01-27
104.148.38.2,3,1453895652,2016-01-27
180.251.81.206,2,1453839557,2016-01-27
66.249.71.170,4,1453880559,2016-01-27
66.249.71.188,3,1453878127,2016-01-27
142.54.160.212,1,1453839904,2016-01-27
93.174.93.218,2,1453888339,2016-01-27
207.46.13.72,2,1453882771,2016-01-27
66.249.79.132,1,1453891267,2016-01-27
40.77.167.105,1,1453903747,2016-01-27
116.226.47.204,1,1453906708,2016-01-27
74.91.28.58,1,1453908492,2016-01-27
141.212.122.160,1,1453914120,2016-01-28
104.148.38.2,1,1453914589,2016-01-28
10.254.10.2,21,1453994159,2016-01-28
66.249.84.198,1,1453918857,2016-01-28
66.249.80.70,1,1453923022,2016-01-28
66.249.71.188,4,1453993731,2016-01-28
93.174.93.218,2,1453991734,2016-01-28
104.148.44.116,2,1453986311,2016-01-28
157.55.39.75,1,1453945329,2016-01-28
71.6.167.142,1,1453945864,2016-01-28
207.46.13.0,1,1453951707,2016-01-28
185.35.62.11,1,1453952758,2016-01-28
198.20.69.74,1,1453961059,2016-01-28
104.148.38.195,2,1453989796,2016-01-28
66.249.71.179,3,1453992050,2016-01-28
139.0.27.2,2,1453980375,2016-01-28
66.249.79.132,1,1453982817,2016-01-28
51.254.213.124,1,1453982973,2016-01-28
193.169.86.17,1,1453985743,2016-01-28
207.46.13.143,1,1453988763,2016-01-28
66.249.71.170,1,1453994641,2016-01-28
66.249.79.147,1,1453999871,2016-01-28
66.249.71.170,2,1454025661,2016-01-29
66.249.71.179,6,1454078668,2016-01-29
10.254.10.2,4,1454074357,2016-01-29
66.249.71.188,4,1454034101,2016-01-29
114.121.133.51,1,1454023007,2016-01-29
66.249.79.140,1,1454025301,2016-01-29
93.174.93.218,1,1454029074,2016-01-29
104.148.38.195,2,1454061012,2016-01-29
207.46.13.143,1,1454033331,2016-01-29
66.249.71.242,1,1454034291,2016-01-29
60.217.72.16,1,1454052305,2016-01-29
36.74.100.79,1,1454054639,2016-01-29
66.102.6.158,1,1454070478,2016-01-29
66.102.6.166,1,1454070558,2016-01-29
191.232.136.99,2,1454130948,2016-01-30
10.254.10.2,13,1454165941,2016-01-30
66.249.71.170,3,1454137936,2016-01-30
180.76.15.18,1,1454102269,2016-01-30
66.249.71.188,2,1454111422,2016-01-30
93.174.93.218,2,1454135930,2016-01-30
74.91.28.58,1,1454128760,2016-01-30
51.254.213.124,1,1454131197,2016-01-30
180.76.15.14,1,1454131252,2016-01-30
66.249.88.237,1,1454131829,2016-01-30
66.249.88.247,1,1454131830,2016-01-30
141.212.122.209,1,1454134231,2016-01-30
104.148.38.195,1,1454159193,2016-01-30
157.55.39.185,1,1454168059,2016-01-30
10.254.10.2,8,1454256283,2016-01-31
104.148.38.195,6,1454253525,2016-01-31
66.249.71.170,3,1454248480,2016-01-31
93.174.93.218,3,1454231807,2016-01-31
157.55.39.70,1,1454210197,2016-01-31
66.249.71.188,4,1454257899,2016-01-31
66.249.71.179,3,1454251420,2016-01-31
66.249.79.132,1,1454242683,2016-01-31
40.77.167.55,1,1454253003,2016-01-31
74.91.28.60,1,1454257391,2016-01-31
180.76.15.161,1,1454257759,2016-01-31
10.254.10.2,15,1454345913,2016-02-01
66.249.71.170,1,1454260669,2016-02-01
66.249.71.188,3,1454267559,2016-02-01
40.77.167.55,1,1454268032,2016-02-01
93.174.93.218,1,1454279860,2016-02-01
51.254.213.124,1,1454281479,2016-02-01
23.236.79.197,9,1454343742,2016-02-01
104.148.38.195,7,1454329002,2016-02-01
74.91.28.58,1,1454303601,2016-02-01
66.249.79.140,1,1454309761,2016-02-01
157.55.39.84,1,1454310616,2016-02-01
94.102.49.78,1,1454322389,2016-02-01
104.148.38.2,1,1454325203,2016-02-01
66.249.71.179,2,1454359267,2016-02-02
103.10.66.67,1,1454348952,2016-02-02
104.148.38.195,6,1454409142,2016-02-02
66.249.71.188,1,1454350207,2016-02-02
10.254.10.2,8,1454431787,2016-02-02
157.55.39.109,1,1454351884,2016-02-02
93.174.93.218,2,1454407090,2016-02-02
82.118.236.27,1,1454365056,2016-02-02
180.76.15.20,1,1454368841,2016-02-02
66.249.75.76,2,1454373023,2016-02-02
142.54.160.212,1,1454374364,2016-02-02
40.77.167.30,1,1454374457,2016-02-02
66.249.75.60,2,1454377079,2016-02-02
198.74.116.157,3,1454393744,2016-02-02
66.249.69.45,4,1454429886,2016-02-02
103.47.134.15,3,1454403686,2016-02-02
36.71.144.69,1,1454407524,2016-02-02
146.185.239.100,1,1454410471,2016-02-02
114.121.162.210,1,1454411496,2016-02-02
23.236.79.197,3,1454417040,2016-02-02
66.249.69.37,1,1454422516,2016-02-02
51.254.213.124,1,1454430971,2016-02-02
36.82.88.100,3,1454432915,2016-02-03
10.254.10.2,14,1454515100,2016-02-03
66.249.69.37,1,1454437301,2016-02-03
66.249.69.45,3,1454446410,2016-02-03
23.236.79.197,3,1454440874,2016-02-03
104.148.38.2,1,1454453150,2016-02-03
104.148.38.195,1,1454456691,2016-02-03
66.249.79.100,1,1454460539,2016-02-03
85.25.43.94,1,1454463473,2016-02-03
198.74.116.157,6,1454514171,2016-02-03
193.189.117.177,1,1454466085,2016-02-03
66.249.71.170,2,1454497885,2016-02-03
142.54.169.164,1,1454477000,2016-02-03
66.249.79.132,1,1454477860,2016-02-03
66.249.71.179,2,1454493046,2016-02-03
40.77.167.51,1,1454478841,2016-02-03
93.174.93.218,2,1454513029,2016-02-03
66.102.6.166,1,1454495897,2016-02-03
91.214.201.107,1,1454512037,2016-02-03
66.249.79.140,1,1454512626,2016-02-03
141.212.122.177,1,1454519417,2016-02-04
66.249.79.140,1,1454519866,2016-02-04
157.55.39.243,2,1454551167,2016-02-04
66.249.71.179,1,1454522405,2016-02-04
10.254.10.2,9,1454589200,2016-02-04
180.76.15.8,1,1454523192,2016-02-04
66.249.71.188,1,1454535283,2016-02-04
66.249.71.170,1,1454536032,2016-02-04
66.102.6.166,1,1454536542,2016-02-04
23.236.79.197,6,1454587662,2016-02-04
66.249.66.164,4,1454590669,2016-02-04
39.252.202.107,1,1454543170,2016-02-04
113.76.90.95,1,1454546205,2016-02-04
66.249.66.160,1,1454549193,2016-02-04
128.232.110.29,2,1454554003,2016-02-04
185.35.62.11,1,1454557712,2016-02-04
66.249.66.156,4,1454569313,2016-02-04
198.74.116.157,3,1454563518,2016-02-04
93.174.93.218,1,1454569773,2016-02-04
74.91.28.62,1,1454571275,2016-02-04
40.77.167.81,1,1454592592,2016-02-04
198.74.111.236,3,1454596738,2016-02-04
198.74.110.164,9,1454661735,2016-02-05
180.76.15.25,1,1454610231,2016-02-05
10.254.10.2,29,1454688612,2016-02-05
104.148.38.195,2,1454630070,2016-02-05
198.211.30.23,12,1454687175,2016-02-05
93.174.93.218,1,1454621079,2016-02-05
176.103.48.31,1,1454624230,2016-02-05
114.121.157.16,1,1454624690,2016-02-05
198.74.111.236,6,1454656263,2016-02-05
51.255.65.65,1,1454634061,2016-02-05
40.77.167.81,2,1454677989,2016-02-05
66.249.64.115,6,1454683761,2016-02-05
198.52.119.80,9,1454680616,2016-02-05
51.255.65.16,1,1454650536,2016-02-05
66.249.64.120,4,1454691543,2016-02-05
180.253.55.153,1,1454663653,2016-02-05
66.249.64.110,3,1454684870,2016-02-05
10.254.10.2,36,1454776379,2016-02-06
